index	chrom	start	end	strand	contains_unk	Adipose|ATAC|None	Adipose|E10|None	Adipose|E11|None	Adipose|E12|None	Adipose|E13|None	Adipose|E14|None	Adipose|E15|None	Adipose|E1|None	Adipose|E2|None	Adipose|E3|None
23	chr1	241986592	241986593	.	False	1.41e-03	1.37e-02	7.48e-04	1.06e-04	8.58e-03	1.16e-01	8.95e-01	9.70e-05	1.36e-03	6.81e-05
24	chr9	133146406	133146407	.	False	1.08e-01	2.73e-02	1.18e-01	1.28e-02	2.37e-01	1.76e-01	2.96e-01	2.44e-03	3.03e-03	5.11e-03
25	chr1	241140851	241140852	.	False	9.71e-03	5.53e-02	4.92e-03	1.46e-03	3.33e-02	1.70e-01	7.10e-01	1.12e-03	7.10e-03	2.52e-03
26	chr1	220053278	220053279	.	False	1.03e-03	1.80e-02	4.42e-04	1.41e-04	9.69e-03	7.17e-02	8.82e-01	8.11e-05	7.71e-04	1.25e-04
27	chr1	245358841	245358842	.	False	1.99e-03	6.14e-02	4.35e-04	1.98e-04	6.32e-03	3.97e-02	8.56e-01	2.19e-04	3.82e-03	2.05e-04
28	chr1	214185206	214185207	.	False	3.02e-03	2.65e-02	1.12e-03	1.98e-04	1.11e-02	9.52e-02	8.54e-01	1.24e-04	1.02e-03	2.42e-04
29	chr9	120661198	120661199	.	False	1.53e-03	4.26e-02	6.46e-04	4.92e-04	1.63e-02	1.04e-01	7.88e-01	2.74e-04	5.79e-03	1.95e-04
30	chr9	64391056	64391057	.	False	4.83e-02	7.20e-02	2.56e-02	9.33e-04	3.10e-02	1.63e-01	7.37e-01	3.32e-04	7.08e-04	1.07e-03
31	chr1	215076786	215076787	.	False	5.81e-02	1.11e-01	2.35e-02	3.29e-03	3.11e-02	1.39e-01	6.02e-01	1.50e-03	7.03e-03	3.98e-03
32	chr9	114281310	114281311	.	False	4.88e-03	2.64e-02	1.27e-03	2.28e-03	2.26e-02	8.31e-02	8.04e-01	4.14e-03	1.40e-02	6.41e-04
33	chr9	114170840	114170841	.	False	1.48e-03	2.46e-02	7.73e-04	3.34e-04	2.00e-02	8.48e-02	8.34e-01	2.25e-04	6.43e-03	1.15e-04
34	chr1	217593406	217593407	.	False	3.33e-03	7.66e-02	1.44e-03	2.65e-04	1.16e-02	5.79e-02	7.99e-01	3.02e-04	3.10e-03	4.16e-04
35	chr1	269216546	269216547	.	False	3.71e-01	1.89e-03	2.78e-01	3.54e-02	8.85e-02	2.06e-03	6.27e-03	1.17e-02	7.27e-04	1.76e-01
36	chr9	122087823	122087824	.	False	7.31e-04	1.88e-03	4.61e-04	1.03e-04	2.36e-03	6.75e-02	9.23e-01	2.79e-04	6.14e-04	1.14e-04
37	chr9	116595372	116595373	.	False	8.45e-04	2.19e-03	1.40e-04	1.29e-05	6.21e-04	1.56e-02	9.77e-01	1.41e-05	1.65e-04	9.82e-06
38	chr9	22970874	22970875	.	False	2.41e-01	4.53e-02	1.79e-01	1.05e-02	2.08e-01	1.66e-01	2.33e-01	2.91e-03	1.40e-03	8.61e-03
39	chr9	124670864	124670865	.	False	1.38e-02	9.62e-02	3.24e-03	3.83e-04	7.30e-03	7.28e-02	7.67e-01	4.34e-04	3.07e-03	9.84e-04
40	chr1	251479042	251479043	.	False	1.81e-03	2.07e-02	1.17e-03	2.33e-04	1.12e-02	7.75e-02	8.53e-01	1.49e-04	3.45e-03	9.63e-05
41	chr1	212357043	212357044	.	False	9.23e-04	2.76e-03	1.79e-04	5.36e-05	1.84e-03	3.62e-02	9.64e-01	1.12e-04	4.64e-04	1.29e-05
42	chr1	224641162	224641163	.	False	5.46e-03	1.55e-02	1.33e-03	8.56e-05	4.16e-03	6.47e-02	9.00e-01	7.95e-05	6.99e-04	8.04e-05
43	chr1	224554845	224554846	.	False	1.07e-03	1.23e-02	6.25e-04	1.27e-04	6.07e-03	5.56e-02	9.34e-01	6.86e-05	1.27e-03	5.83e-05
44	chr9	128078014	128078015	.	False	1.93e-02	1.42e-01	6.84e-03	1.06e-03	1.60e-02	5.60e-02	4.76e-01	1.47e-03	2.06e-02	2.45e-03
45	chr9	64223697	64223698	.	False	1.69e-01	7.40e-02	2.29e-01	3.06e-03	9.91e-02	1.60e-01	2.21e-01	1.34e-03	1.69e-03	1.09e-02
46	chr1	200494745	200494746	.	False	2.08e-03	1.35e-01	5.28e-04	2.80e-04	8.93e-03	4.39e-02	7.80e-01	2.83e-04	4.03e-03	5.46e-04
47	chr1	207892279	207892280	.	False	1.03e-03	1.04e-02	3.64e-04	1.38e-04	2.96e-03	3.42e-02	9.19e-01	1.52e-04	5.03e-03	1.23e-04
48	chr1	197242316	197242317	.	False	1.55e-03	9.74e-03	3.94e-04	1.00e-04	2.87e-03	3.03e-02	9.38e-01	8.68e-05	1.14e-03	5.31e-05
49	chr9	65261482	65261483	.	False	3.68e-01	1.12e-02	3.05e-01	1.19e-02	3.56e-01	1.02e-01	1.05e-01	7.61e-04	6.49e-04	8.66e-03
50	chr9	64541419	64541420	.	False	9.68e-03	3.94e-02	3.02e-03	1.41e-04	7.80e-03	7.59e-02	8.18e-01	1.06e-04	1.86e-03	1.40e-04
51	chr1	228995787	228995788	.	False	1.05e-02	3.79e-02	6.29e-03	5.87e-04	4.53e-02	2.04e-01	7.11e-01	3.08e-04	1.26e-03	4.93e-04
52	chr1	199958758	199958759	.	False	3.39e-04	6.25e-03	1.50e-04	7.28e-05	2.47e-03	3.09e-02	9.55e-01	6.75e-05	1.09e-03	3.98e-05
53	chr1	222990495	222990496	.	False	9.69e-01	2.49e-05	1.21e-03	5.56e-02	7.07e-04	7.18e-05	1.15e-03	9.23e-01	3.44e-03	7.96e-02
54	chr9	129008023	129008024	.	False	5.29e-03	4.56e-02	1.84e-03	1.86e-03	3.82e-02	8.95e-02	5.69e-01	2.06e-03	5.60e-02	2.34e-03
55	chr1	204558229	204558230	.	False	9.81e-04	7.40e-03	3.69e-04	2.96e-04	8.04e-03	6.88e-02	8.85e-01	1.83e-04	2.73e-03	5.43e-05
56	chr1	272047320	272047321	.	False	2.61e-01	9.64e-03	3.70e-01	1.44e-02	3.63e-01	4.86e-02	5.07e-02	1.09e-03	6.78e-04	7.45e-03
57	chr1	247334566	247334567	.	False	2.81e-02	2.05e-02	5.37e-03	9.07e-04	1.90e-02	1.27e-01	7.45e-01	1.76e-03	5.75e-03	5.68e-04
58	chr1	241611824	241611825	.	False	4.44e-03	7.64e-02	2.23e-03	7.00e-04	3.04e-02	1.20e-01	7.23e-01	2.09e-04	4.82e-03	2.18e-04
59	chr9	66829655	66829656	.	False	5.98e-03	4.35e-02	3.18e-03	1.34e-03	3.16e-02	1.31e-01	6.39e-01	9.66e-04	1.61e-02	8.74e-04
60	chr9	130675780	130675781	.	False	6.36e-03	9.54e-02	4.43e-03	6.29e-04	2.46e-02	9.82e-02	5.98e-01	3.34e-04	1.24e-02	6.35e-04
61	chr1	264000488	264000489	.	False	7.62e-02	3.38e-02	1.11e-01	5.77e-04	6.43e-02	2.39e-01	4.75e-01	2.33e-04	4.51e-04	5.25e-04
62	chr9	119307863	119307864	.	False	2.80e-02	3.50e-02	1.07e-02	5.41e-04	4.84e-02	2.55e-01	5.58e-01	3.08e-04	6.15e-04	3.90e-04
63	chr1	196461100	196461101	.	False	1.88e-02	7.32e-02	7.10e-03	6.16e-04	1.69e-02	1.18e-01	7.82e-01	4.84e-04	1.22e-03	9.39e-04
64	chr1	212871886	212871887	.	False	2.52e-03	1.93e-02	1.24e-03	3.38e-04	1.08e-02	7.89e-02	8.88e-01	2.45e-04	1.91e-03	1.88e-04
65	chr1	254684319	254684320	.	False	1.85e-01	2.89e-02	2.51e-01	8.72e-03	2.25e-01	1.29e-01	1.29e-01	8.60e-04	8.86e-04	6.29e-03
66	chr1	241657934	241657935	.	False	9.80e-01	3.93e-05	1.13e-04	1.70e-03	1.31e-04	1.58e-04	1.81e-03	9.59e-01	1.05e-02	6.80e-02
67	chr9	124554802	124554803	.	False	9.21e-02	1.92e-01	2.07e-02	7.15e-03	4.76e-02	8.83e-02	3.11e-01	2.83e-03	7.02e-03	2.67e-02
68	chr1	259045409	259045410	.	False	3.52e-03	5.11e-02	2.06e-03	2.45e-04	1.12e-02	8.78e-02	8.49e-01	1.12e-04	1.82e-03	2.32e-04
69	chr1	269158868	269158869	.	False	1.83e-01	1.34e-03	4.52e-01	2.46e-02	3.74e-01	6.97e-03	6.99e-03	1.25e-03	3.81e-04	1.11e-02
70	chr1	227730775	227730776	.	False	1.17e-03	1.21e-02	4.51e-04	1.00e-04	9.02e-03	7.57e-02	8.89e-01	1.05e-04	1.54e-03	5.63e-05
71	chr9	64077534	64077535	.	False	5.26e-02	6.42e-02	2.67e-02	5.02e-04	2.29e-02	1.21e-01	7.05e-01	2.70e-04	6.59e-04	1.94e-03
72	chr9	117878185	117878186	.	False	3.66e-01	4.15e-02	3.56e-01	8.64e-03	1.01e-01	5.10e-02	8.24e-02	1.32e-03	9.23e-04	1.54e-02
73	chr1	202637903	202637904	.	False	7.74e-02	6.31e-02	7.40e-02	3.45e-03	1.87e-01	2.26e-01	3.48e-01	2.21e-03	2.09e-03	9.77e-03
74	chr9	131147663	131147664	.	False	2.70e-01	1.48e-02	2.10e-01	1.14e-02	2.92e-01	1.38e-01	2.25e-01	1.53e-03	1.08e-03	5.04e-03
75	chr13	32223813	32223814	.	False	5.17e-01	5.80e-03	5.13e-01	1.48e-02	1.81e-01	1.02e-02	2.91e-02	4.75e-04	3.13e-04	1.78e-02
76	chr1	201689638	201689639	.	False	2.70e-01	9.27e-02	3.24e-02	1.95e-02	3.64e-02	6.80e-02	1.78e-01	1.86e-02	2.28e-02	8.95e-02
77	chr1	205119278	205119279	.	False	1.10e-01	6.01e-02	4.22e-02	1.72e-03	6.41e-02	1.53e-01	6.28e-01	5.94e-04	1.32e-03	4.92e-03
78	chr9	131789439	131789440	.	False	1.93e-01	9.90e-02	2.13e-01	1.02e-03	3.67e-02	9.03e-02	4.01e-01	7.74e-04	8.82e-04	7.40e-03
79	chr1	230662846	230662847	.	False	3.01e-02	5.22e-02	8.66e-03	8.74e-04	2.58e-02	1.23e-01	7.58e-01	1.55e-03	1.77e-03	1.85e-03
80	chr17	5814851	5814852	.	False	9.97e-03	1.04e-01	3.36e-03	5.23e-03	8.67e-02	1.91e-01	3.93e-01	4.14e-03	5.93e-02	3.05e-03
81	chr1	261295045	261295046	.	False	1.06e-01	6.95e-02	4.17e-02	3.53e-03	3.50e-02	1.06e-01	5.77e-01	4.00e-03	4.25e-03	7.23e-03
82	chr1	251781393	251781394	.	False	1.94e-03	2.31e-02	9.80e-04	2.31e-04	4.79e-03	6.09e-02	9.03e-01	2.25e-04	1.92e-03	1.01e-04
83	chr1	270440537	270440538	.	False	2.17e-01	4.93e-03	3.93e-01	1.48e-02	2.77e-01	2.21e-02	2.84e-02	1.22e-03	5.97e-04	1.11e-02
84	chr9	133089536	133089537	.	False	4.16e-01	1.82e-02	1.50e-01	1.09e-01	2.71e-01	4.47e-02	8.33e-02	2.63e-02	5.48e-03	1.07e-01
85	chr1	266551865	266551866	.	False	1.32e-03	6.28e-03	6.12e-04	1.07e-04	5.69e-03	8.60e-02	8.97e-01	9.20e-05	8.62e-04	5.75e-05
86	chr9	132275827	132275828	.	False	4.95e-01	1.34e-02	4.44e-01	3.30e-03	1.12e-01	6.54e-02	1.86e-01	4.61e-04	3.79e-04	7.40e-03
87	chr9	134485751	134485752	.	False	3.73e-01	1.56e-02	8.07e-02	3.12e-02	2.72e-01	1.13e-01	2.40e-01	6.55e-03	2.55e-03	1.11e-02
88	chr9	66828658	66828659	.	False	4.50e-02	7.08e-02	2.94e-02	5.16e-04	2.01e-02	1.67e-01	5.58e-01	8.32e-04	1.79e-03	1.46e-03
89	chr1	227916613	227916614	.	False	8.13e-04	2.15e-03	1.53e-04	2.62e-05	1.92e-03	3.79e-02	9.62e-01	3.04e-05	4.75e-04	9.70e-06
90	chr1	273750575	273750576	.	False	2.40e-01	9.93e-04	3.34e-01	6.08e-02	1.65e-01	1.61e-03	4.96e-03	2.61e-03	4.43e-04	5.78e-02
91	chr1	267180396	267180397	.	False	1.47e-01	1.43e-02	4.39e-01	5.38e-03	3.65e-01	1.00e-01	7.34e-02	9.84e-04	7.77e-04	3.31e-03
92	chr1	196272061	196272062	.	False	4.22e-03	6.34e-02	2.12e-03	2.94e-04	8.99e-03	6.05e-02	7.94e-01	3.12e-04	5.01e-03	5.63e-04
93	chr1	255213988	255213989	.	False	1.51e-02	5.45e-02	5.64e-03	7.61e-04	2.31e-02	1.53e-01	7.43e-01	3.47e-04	1.16e-03	5.72e-04
94	chr1	230961271	230961272	.	False	2.24e-04	1.79e-03	5.47e-05	1.22e-05	6.72e-04	1.98e-02	9.87e-01	1.41e-05	2.69e-04	5.11e-06
95	chr1	224170297	224170298	.	False	7.25e-03	7.81e-02	1.92e-03	4.42e-04	9.00e-03	8.87e-02	8.09e-01	2.44e-04	1.60e-03	6.78e-04
96	chr1	249371341	249371342	.	False	7.29e-04	4.52e-03	2.96e-04	1.68e-04	9.15e-03	7.80e-02	8.99e-01	2.09e-04	1.60e-03	8.77e-05
97	chr1	227334375	227334376	.	False	7.75e-02	2.05e-01	9.10e-03	2.98e-03	1.86e-02	6.43e-02	5.56e-01	1.43e-03	8.97e-03	7.69e-03
98	chr9	128574832	128574833	.	False	1.50e-02	2.26e-01	2.75e-03	6.91e-04	7.35e-03	4.76e-02	5.84e-01	2.14e-03	1.76e-02	6.05e-03
99	chr1	258004531	258004532	.	False	3.95e-03	9.20e-02	1.47e-03	7.50e-04	2.53e-02	9.77e-02	7.66e-01	3.41e-04	3.93e-03	8.42e-04
100	chr1	238375693	238375694	.	False	6.86e-02	2.56e-02	3.83e-02	7.55e-04	3.15e-02	1.86e-01	6.90e-01	4.50e-04	5.88e-04	1.84e-03
101	chr1	245296114	245296115	.	False	5.27e-03	3.37e-02	8.53e-04	1.52e-04	4.96e-03	4.71e-02	9.21e-01	2.44e-04	9.75e-04	4.60e-04
102	chr9	68098266	68098267	.	False	1.69e-01	3.31e-02	6.93e-02	8.49e-04	5.91e-02	2.44e-01	6.02e-01	5.68e-04	6.19e-04	1.33e-03
103	chr9	119208354	119208355	.	False	1.33e-02	1.91e-02	3.06e-03	8.99e-05	9.67e-03	1.09e-01	8.16e-01	5.84e-05	2.33e-04	6.02e-05
104	chr1	258213569	258213570	.	False	1.91e-02	1.64e-02	5.54e-03	2.00e-04	2.47e-02	1.60e-01	8.15e-01	1.37e-04	2.46e-04	1.75e-04
105	chr1	265558218	265558219	.	False	1.26e-02	1.16e-01	2.86e-03	1.55e-02	7.87e-02	8.57e-02	3.10e-01	7.36e-03	1.17e-01	6.47e-03
106	chr1	211426935	211426936	.	False	8.33e-04	1.49e-02	2.45e-04	7.12e-05	2.53e-03	1.84e-02	9.16e-01	1.15e-04	3.07e-03	1.09e-04
107	chr9	64122575	64122576	.	False	4.69e-03	7.28e-02	1.04e-03	3.13e-04	1.04e-02	6.33e-02	8.36e-01	4.03e-04	2.98e-03	7.43e-04
108	chr1	256507069	256507070	.	False	2.02e-03	2.00e-02	8.13e-04	1.49e-04	9.09e-03	8.14e-02	8.82e-01	1.20e-04	7.75e-04	1.29e-04
109	chr1	244795662	244795663	.	False	9.02e-04	4.63e-03	3.23e-04	1.24e-04	3.49e-03	3.25e-02	9.54e-01	6.83e-05	2.55e-03	3.45e-05
110	chr1	199377285	199377286	.	False	1.01e-03	2.30e-02	3.63e-04	2.57e-04	5.37e-03	4.11e-02	9.03e-01	1.70e-04	1.09e-03	1.45e-04
111	chr9	130119407	130119408	.	False	2.02e-01	6.15e-02	1.04e-01	7.55e-03	1.77e-01	1.93e-01	3.47e-01	1.63e-03	1.92e-03	8.77e-03
112	chr1	206235079	206235080	.	False	1.59e-03	1.05e-02	1.88e-04	6.44e-05	2.83e-03	3.58e-02	9.50e-01	8.41e-05	6.25e-04	4.91e-05
113	chr1	254227423	254227424	.	False	4.78e-01	1.83e-03	3.82e-01	2.14e-02	2.48e-01	8.08e-03	1.20e-02	2.24e-03	3.65e-04	3.00e-02
114	chr1	73120871	73120872	.	False	1.00e-03	2.04e-02	3.91e-04	9.62e-05	5.62e-03	5.21e-02	9.11e-01	7.59e-05	1.25e-03	6.81e-05
115	chr1	273647368	273647369	.	False	1.13e-01	5.97e-03	2.31e-01	3.52e-02	2.64e-01	1.44e-02	1.69e-02	4.03e-03	1.08e-03	3.84e-02
116	chr9	120555794	120555795	.	False	4.78e-03	5.18e-02	1.43e-03	7.76e-04	1.86e-02	1.30e-01	7.64e-01	1.25e-03	8.43e-03	6.04e-04
117	chr9	120366988	120366989	.	False	3.04e-01	8.48e-03	4.60e-01	1.20e-02	2.39e-01	2.72e-02	4.06e-02	9.63e-04	5.14e-04	1.13e-02
118	chr1	247725970	247725971	.	False	2.41e-03	1.46e-02	7.87e-04	4.50e-04	1.68e-02	1.23e-01	8.23e-01	3.03e-04	2.81e-03	1.74e-04
119	chr9	130761829	130761830	.	False	6.05e-01	5.67e-03	3.36e-01	8.85e-03	1.21e-01	2.44e-02	6.75e-02	1.65e-03	4.71e-04	3.75e-02
120	chr1	247914202	247914203	.	False	2.41e-03	4.35e-02	7.95e-04	1.89e-04	1.70e-02	9.65e-02	8.24e-01	2.02e-04	2.57e-03	1.51e-04
121	chr1	204776596	204776597	.	False	1.00e-02	5.41e-02	4.78e-03	5.84e-04	2.09e-02	1.22e-01	7.69e-01	5.05e-04	1.75e-03	1.61e-03
122	chr1	248598301	248598302	.	False	3.36e-02	1.15e-01	2.45e-02	7.52e-04	1.52e-02	1.41e-01	6.32e-01	2.82e-04	1.47e-03	2.49e-03
123	chr1	248735216	248735217	.	False	1.17e-01	1.07e-01	1.11e-01	2.83e-03	6.94e-02	1.53e-01	3.34e-01	1.91e-03	1.83e-03	7.53e-03
124	chr1	265197964	265197965	.	False	3.88e-02	5.46e-02	1.62e-02	4.58e-04	2.35e-02	2.02e-01	6.95e-01	7.11e-04	2.82e-03	4.05e-04
125	chr1	260090843	260090844	.	False	1.19e-01	2.61e-02	1.53e-01	1.35e-03	1.92e-01	2.49e-01	2.80e-01	2.75e-04	3.56e-04	8.74e-04
126	chr1	242665871	242665872	.	False	5.19e-03	4.33e-02	1.50e-03	3.95e-04	1.66e-02	1.12e-01	8.21e-01	2.65e-04	1.25e-03	3.23e-04
127	chr1	266128271	266128272	.	False	1.04e-01	4.04e-02	7.22e-02	9.63e-03	2.86e-01	2.74e-01	2.48e-01	1.56e-03	2.52e-03	2.70e-03
128	chr9	129933981	129933982	.	False	2.43e-01	2.91e-02	1.74e-01	2.52e-03	1.40e-01	1.65e-01	3.93e-01	6.12e-04	7.01e-04	2.78e-03
129	chr9	132144379	132144380	.	False	1.94e-01	9.13e-02	9.60e-02	3.83e-03	7.03e-02	1.68e-01	4.07e-01	3.09e-03	2.71e-03	6.31e-03
130	chr1	273663783	273663784	.	False	2.33e-01	1.56e-03	6.44e-02	1.46e-01	1.54e-01	2.44e-03	2.79e-03	1.96e-02	1.30e-03	2.06e-01
131	chr1	262285415	262285416	.	False	3.68e-01	1.20e-03	4.34e-01	1.52e-02	3.92e-01	1.03e-02	1.40e-02	6.83e-04	2.04e-04	3.70e-03
132	chr1	233179311	233179312	.	False	1.13e-03	1.08e-02	4.09e-04	1.58e-04	4.53e-03	4.07e-02	9.37e-01	1.27e-04	1.62e-03	1.07e-04
133	chr9	130036031	130036032	.	False	2.54e-02	3.99e-02	1.12e-02	1.05e-03	3.41e-02	1.72e-01	7.16e-01	7.10e-04	2.01e-03	1.45e-03
134	chr9	130790926	130790927	.	False	1.77e-02	2.78e-02	1.32e-02	3.99e-04	2.79e-02	2.05e-01	7.53e-01	1.84e-04	1.32e-03	3.42e-04
135	chr1	200063972	200063973	.	False	4.78e-03	1.33e-01	1.67e-03	2.38e-03	3.09e-02	6.76e-02	6.02e-01	1.52e-03	4.60e-02	1.15e-03
136	chr9	122187494	122187495	.	False	1.65e-01	5.78e-02	1.80e-01	1.66e-03	6.18e-02	1.87e-01	4.08e-01	1.22e-03	1.26e-03	6.41e-03
137	chr17	5812879	5812880	.	False	1.40e-02	1.39e-01	5.28e-03	2.15e-03	4.44e-02	1.50e-01	5.03e-01	1.35e-03	8.75e-03	4.28e-03
138	chr9	114568160	114568161	.	False	1.93e-01	1.75e-02	1.72e-01	3.48e-03	1.23e-01	1.81e-01	5.22e-01	1.06e-03	9.14e-04	1.93e-03
139	chr1	256822287	256822288	.	False	4.94e-02	4.26e-02	5.55e-02	1.81e-03	1.02e-01	2.25e-01	5.04e-01	5.99e-04	1.32e-03	2.63e-03
140	chr1	204327294	204327295	.	False	1.18e-03	6.99e-03	3.35e-04	4.18e-05	6.78e-03	7.59e-02	8.93e-01	5.40e-05	2.64e-04	3.61e-05
141	chr1	209754023	209754024	.	False	3.48e-04	7.86e-03	1.21e-04	3.76e-05	4.94e-03	4.68e-02	9.33e-01	2.47e-05	4.46e-04	2.57e-05
142	chr1	205788181	205788182	.	False	2.28e-02	2.87e-02	4.26e-03	4.13e-04	1.45e-02	1.32e-01	8.21e-01	2.25e-04	6.31e-04	3.53e-04
143	chr1	259229661	259229662	.	False	1.83e-03	7.58e-03	8.22e-04	2.95e-04	5.22e-03	5.52e-02	9.15e-01	1.86e-04	1.80e-03	7.76e-05
144	chr9	123714847	123714848	.	False	4.42e-01	1.54e-02	2.27e-01	2.08e-02	2.12e-01	2.82e-02	3.42e-02	8.36e-03	1.81e-03	7.08e-02
145	chr1	124701521	124701522	.	False	1.96e-03	4.50e-02	8.89e-04	7.82e-04	1.65e-02	7.33e-02	7.97e-01	6.08e-04	2.22e-02	3.69e-04
146	chr9	119622975	119622976	.	False	1.20e-01	2.16e-02	9.17e-02	6.87e-03	2.84e-01	2.29e-01	2.90e-01	7.00e-04	1.14e-03	2.12e-03
147	chr1	220106249	220106250	.	False	2.74e-03	7.60e-02	7.23e-04	6.31e-04	1.53e-02	6.22e-02	7.96e-01	5.91e-04	2.92e-03	1.07e-03
148	chr1	222009132	222009133	.	False	2.03e-02	4.63e-02	1.81e-02	1.26e-03	2.55e-02	2.20e-01	6.52e-01	3.64e-04	9.56e-04	4.17e-04
149	chr1	206772984	206772985	.	False	8.13e-03	3.35e-02	4.89e-03	2.54e-04	2.87e-02	1.51e-01	7.44e-01	1.80e-04	1.35e-03	1.46e-04
150	chr1	219294830	219294831	.	False	1.06e-02	4.73e-02	3.56e-03	1.28e-04	6.65e-03	9.11e-02	8.95e-01	1.54e-04	4.89e-04	1.87e-04
151	chr9	130353552	130353553	.	False	4.29e-03	8.01e-02	1.96e-03	1.32e-03	3.20e-02	1.19e-01	6.62e-01	7.13e-04	9.97e-03	5.15e-04
152	chr9	128242165	128242166	.	False	4.00e-02	1.65e-01	1.59e-02	2.86e-04	1.38e-02	1.31e-01	5.84e-01	2.46e-04	8.35e-04	1.17e-03
153	chr1	269827867	269827868	.	False	3.11e-01	5.06e-04	4.99e-01	3.07e-02	1.30e-01	2.30e-03	1.04e-02	3.73e-03	4.92e-04	3.11e-02
154	chr1	230262387	230262388	.	False	1.42e-03	1.00e-02	5.14e-04	1.69e-04	6.62e-03	7.71e-02	8.82e-01	1.61e-04	1.65e-03	1.76e-04
155	chr9	130712354	130712355	.	False	2.95e-01	6.35e-02	2.39e-01	1.89e-02	2.16e-01	4.27e-02	5.87e-02	3.28e-03	1.82e-03	3.53e-02
